"DR_Number","Date_Reported","Date_Occurred","Time_Occurred","Area_ID","Area_Name","Reporting_District_Num","Priority_Code","Crime_Code","Crime_Code_Description","MO_Codes","Victim_Age","Victim_Sex","Victim_Descent","Premise_Code","Premise_Description","Weapon_Used_Code","Weapon_Description","Status_Code","Status_Description","Crime_Address","Cross_Street","latitude","longitude"
190217432,"2019-08-27","2019-08-27",1845,2,"Rampart",251,1,761,"BRANDISH WEAPON","0906 1816 0342 1313 0371 0421 0312 0334 1309 0432",19,"M","H",101,"STREET","102","HAND GUN","IC","Invest Cont","600 S  RAMPART                      BL","N/A",34.0624,-118.281
191608881,"2019-05-10","2019-05-09",1000,16,"Foothill",1668,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0344 1300",42,"M","W",101,"STREET","N/A","N/A","IC","Invest Cont","6800    ESTEPA                       DR","N/A",34.2411,-118.279
191306154,"2019-02-09","2019-02-09",2135,13,"Newton",1307,2,624,"BATTERY - SIMPLE ASSAULT","1202 0342 0416 0432 2021",59,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","1000 E  7TH                          ST","N/A",34.0385,-118.244
191519529,"2019-10-26","2019-10-26",325,15,"N Hollywood",1547,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0913 1817 1218 0345 1310 1302 1402 2004 0411",35,"M","W",101,"STREET","200","KNIFE WITH BLADE 6INCHES OR LESS","AA","Adult Arrest","5500    TUJUNGA                      AV","N/A",34.1673,-118.382
201105271,"2020-01-30","2019-12-30",1200,11,"Northeast",1144,2,354,"THEFT OF IDENTITY","0923 1822",53,"M","W",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","2000 W  SILVER LAKE                  DR","N/A",34.0957,-118.266
192107556,"2019-03-21","2019-03-21",2115,21,"Topanga",2128,2,888,"TRESPASSING","2004 2002",50,"M","W",401,"MINI-MART","N/A","N/A","IC","Invest Cont","20100    SATICOY                      ST","N/A",34.212,-118.575
190309865,"2019-03-29","2019-03-29",1945,3,"Southwest",331,2,237,"CHILD NEGLECT (SEE 300 W.I.C.)","1258 0553 1309 1240",7,"M","O",101,"STREET","N/A","N/A","AA","Adult Arrest","PALM GROVE","WESTHAVEN",34.0269,-118.349
190111467,"2019-04-17","2019-04-15",1000,1,"Central",195,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0344 2032",66,"M","H",203,"OTHER BUSINESS","N/A","N/A","IC","Invest Cont","1400    SANTEE                       ST","N/A",34.0341,-118.259
190309011,"2019-03-19","2019-03-18",29,3,"Southwest",375,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0342 0344 1822 2044",43,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","3700    CIMARRON                     ST","N/A",34.0161,-118.316
191210390,"2019-03-31","2019-03-31",1030,12,"77th Street",1218,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0421 0422 1822",54,"F","H",501,"SINGLE FAMILY DWELLING","511","VERBAL THREAT","IC","Invest Cont","500 W  52ND                         PL","N/A",33.995,-118.283
202104380,"2020-01-09","2019-01-28",800,21,"Topanga",2157,2,354,"THEFT OF IDENTITY","0377 1822",28,"M","W",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","21200    KITTRIDGE                    ST","N/A",34.1912,-118.594
191200596,"2019-04-12","2019-04-12",155,12,"77th Street",1252,1,761,"BRANDISH WEAPON","1810 1402 0334",43,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","200","KNIFE WITH BLADE 6INCHES OR LESS","IC","Invest Cont","7000    3RD                          AV","N/A",33.9764,-118.321
191610674,"2019-06-24","2019-03-31",2359,16,"Foothill",1693,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","1300 0329",47,"M","H",122,"VEHICLE, PASSENGER/TRUCK","N/A","N/A","IC","Invest Cont","LULL                         ST","WHITSETT                     AV",34.2095,-118.406
190317226,"2019-07-22","2019-07-03",400,3,"Southwest",357,1,310,"BURGLARY","1601 0344 0329",52,"M","H",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","1100 W  36TH                         ST","N/A",34.0231,-118.291
190611507,"2019-05-11","2019-05-11",120,6,"Hollywood",656,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0400 0416 0305",24,"F","H",735,"NIGHT CLUB (OPEN EVENINGS ONLY)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","6200    SANTA MONICA                 BL","N/A",34.0908,-118.324
190707587,"2019-03-13","2019-03-08",930,7,"Wilshire",702,2,624,"BATTERY - SIMPLE ASSAULT","0400 0448 0416",62,"F","O",514,"GROUP HOME","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","500 N  GARDNER                      ST","N/A",34.0803,-118.353
190501038,"2019-10-21","2019-10-21",1335,5,"Harbor",519,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","1402 0329 1300 2038",26,"F","H",101,"STREET","N/A","N/A","AA","Adult Arrest","ALAMEDA                      ST","PACIFIC COAST                HY",33.7913,-118.24
200412836,"2020-09-16","2020-09-14",1000,4,"Hollenbeck",427,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0394 0344",37,"M","H",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","4600    HUNTINGTON                   DR","N/A",34.0852,-118.186
191808017,"2019-03-11","2019-03-10",1400,18,"Southeast",1851,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","1822 0329 1307",31,"M","H",101,"STREET","N/A","N/A","IC","Invest Cont","800 W  131ST                        ST","N/A",33.9133,-118.289
191920001,"2019-12-02","2019-12-02",100,19,"Mission",1967,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 1814 0416",26,"M","H",501,"SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest","14100    TERRA BELLA                  ST","N/A",34.2425,-118.44
190208251,"2019-03-18","2019-03-12",1400,2,"Rampart",216,2,354,"THEFT OF IDENTITY","100",58,"M","H",504,"OTHER RESIDENCE","N/A","N/A","IC","Invest Cont","2300    BELLEVUE                     AV","N/A",34.074,-118.269
190920311,"2019-11-24","2019-11-23",415,9,"Van Nuys",981,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","1906 1813",39,"F","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","AA","Adult Arrest","4400 N  SEPULVEDA                    BL","N/A",34.15,-118.467
191521795,"2019-12-11","2019-12-09",1500,15,"N Hollywood",1513,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0394 0344",51,"F","O",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","7000    BELLAIRE                     AV","N/A",34.1976,-118.409
190806797,"2019-02-24","2019-02-23",2300,8,"West LA",857,1,330,"BURGLARY FROM VEHICLE","0344 1822 0352 0386 1221 0321",28,"F","B",101,"STREET","N/A","N/A","IC","Invest Cont","REEVES                       ST","CASHIO                       ST",34.0525,-118.396
191212011,"2019-04-22","2019-04-22",2255,12,"77th Street",1253,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1100 0906 1309 0430 1402",19,"M","B",101,"STREET","102","HAND GUN","IC","Invest Cont","1900 W  73RD                         ST","N/A",33.9737,-118.311
191315145,"2019-07-17","2019-07-17",1630,13,"Newton",1307,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","329",32,"F","B",101,"STREET","N/A","N/A","IC","Invest Cont","7TH","TOWNE",34.0396,-118.245
190309466,"2019-03-24","2019-03-22",1900,3,"Southwest",328,1,310,"BURGLARY","1601 1251 0344",25,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","AA","Adult Arrest","700 W  27TH                         ST","N/A",34.0278,-118.278
191908749,"2019-04-10","2019-04-05",1548,19,"Mission",1983,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","344",47,"M","H",225,"RECORD-CD MUSIC/COMPUTER GAME STORE","N/A","N/A","IC","Invest Cont","15200    ROSCOE                       BL","N/A",34.2249,-118.464
190900721,"2019-07-01","2019-06-30",420,9,"Van Nuys",943,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","344",48,"M","H",217,"AUTO REPAIR SHOP","N/A","N/A","IC","Invest Cont","14400    OXNARD                       ST","N/A",34.1794,-118.447
191610115,"2019-06-10","2019-06-10",400,16,"Foothill",1612,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 1313 1100 0430",36,"M","H",102,"SIDEWALK","102","HAND GUN","IC","Invest Cont","GLENOAKS                     BL","PAXTON                       ST",34.2797,-118.418
190818192,"2019-11-12","2019-10-24",1200,8,"West LA",849,2,662,"BUNCO, GRAND THEFT","701",53,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","1100 S  CORNING                      ST","N/A",34.0572,-118.377
191515732,"2019-08-15","2019-08-15",1515,15,"N Hollywood",1585,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0344 1402",67,"F","W",102,"SIDEWALK","N/A","N/A","AA","Adult Arrest","KLUMP","AQUA VISTA",34.145,-118.376
190620966,"2019-10-20","2019-10-20",2200,6,"Hollywood",666,1,330,"BURGLARY FROM VEHICLE","0329 0344 1307 1609",31,"M","W",101,"STREET","N/A","N/A","IC","Invest Cont","SUNSET                       BL","IVAR                         AV",34.098,-118.329
191806617,"2019-02-14","2019-02-14",1915,18,"Southeast",1821,2,624,"BATTERY - SIMPLE ASSAULT","0329 0408",47,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","500 W  CENTURY                      BL","N/A",33.9456,-118.283
192012229,"2019-06-16","2019-06-16",430,20,"Olympic",2027,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","431",25,"M","W",102,"SIDEWALK","512","MACE/PEPPER SPRAY","AO","Adult Other","3300    WILSHIRE                     BL","N/A",34.0636,-118.296
190605590,"2019-01-29","2019-01-23",130,6,"Hollywood",646,2,624,"BATTERY - SIMPLE ASSAULT","0400 0419 1300 1251",23,"F","W",203,"OTHER BUSINESS","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","1600 N  LAS PALMAS                   AV","N/A",34.0997,-118.336
191718926,"2019-11-16","2019-11-16",1515,17,"Devonshire",1701,2,888,"TRESPASSING","1501",66,"M","O",504,"OTHER RESIDENCE","N/A","N/A","IC","Invest Cont","11500    SANTINI                      LN","N/A",34.2808,-118.588
190117240,"2019-06-30","2019-06-30",215,1,"Central",152,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","2047 0400 0416 0913",30,"M","H",101,"STREET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest","FLOWER","WILSHIRE",34.0494,-118.258
190324491,"2019-11-12","2019-10-19",600,3,"Southwest",328,1,480,"BIKE - STOLEN","0344 1251",21,"M","W",102,"SIDEWALK","N/A","N/A","IC","Invest Cont","3000    ROYAL                        ST","N/A",34.0263,-118.281
190304265,"2019-01-05","2019-01-05",630,3,"Southwest",361,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0400 0444 1243 1813 1814 2000",23,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest","3900    URSULA                       AV","N/A",34.0163,-118.352
190720584,"2019-11-21","2019-11-20",1230,7,"Wilshire",723,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","1300 1606 0344",32,"F","H",102,"SIDEWALK","N/A","N/A","IC","Invest Cont","100 N  KILKEA                       DR","N/A",34.0743,-118.367
191918085,"2019-10-18","2019-08-23",1855,19,"Mission",1998,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)","325",26,"M","H",243,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)","N/A","N/A","IC","Invest Cont","7800    VAN NUYS                     BL","N/A",34.212,-118.449
191914531,"2019-08-05","2019-08-04",1245,19,"Mission",1904,1,330,"BURGLARY FROM VEHICLE","0344 1307",36,"F","W",108,"PARKING LOT","N/A","N/A","IC","Invest Cont","13700    FENTON                       AV","N/A",34.3209,-118.435
200704528,"2020-01-11","2020-01-10",1600,7,"Wilshire",701,1,330,"BURGLARY FROM VEHICLE","0344 1300 1307",25,"F","W",101,"STREET","N/A","N/A","IC","Invest Cont","MELROSE                      AV","KILKEA                       DR",34.0838,-118.367
200411713,"2020-08-12","2019-07-01",1200,4,"Hollenbeck",438,2,812,"CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","0400 0913 0503 0551",10,"F","H",504,"OTHER RESIDENCE","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","4900    LA CALANDRIA                 DR","N/A",34.0719,-118.178
190713440,"2019-07-09","2019-07-05",1200,7,"Wilshire",749,2,354,"THEFT OF IDENTITY","1501",31,"M","O",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","4300 W  OLYMPIC                      BL","N/A",34.055,-118.326
190616620,"2019-08-02","2019-07-31",1735,6,"Hollywood",645,2,928,"THREATENING PHONE CALLS/LETTERS","0400 0432 0421 0422",33,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","511","VERBAL THREAT","IC","Invest Cont","1700 N  ORANGE                       DR","N/A",34.1016,-118.342
192005652,"2019-02-04","2019-02-04",1100,20,"Olympic",2017,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344 1202 1218",69,"M","W",101,"STREET","N/A","N/A","IC","Invest Cont","CATALINA                     ST","N  3RD                          ST",34.0691,-118.295
191319880,"2019-10-04","2019-10-02",100,13,"Newton",1373,1,330,"BURGLARY FROM VEHICLE","0344 1300 0329",28,"M","H",101,"STREET","N/A","N/A","IC","Invest Cont","600 E  56TH                         ST","N/A",33.9916,-118.265
200704691,"2020-01-14","2020-01-14",1930,7,"Wilshire",784,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","421",46,"M","H",102,"SIDEWALK","511","VERBAL THREAT","IC","Invest Cont","2200 S  MANSFIELD                    AV","N/A",34.0375,-118.35
190119078,"2019-07-21","2019-07-21",130,1,"Central",159,1,330,"BURGLARY FROM VEHICLE","1609 0344 0386",41,"M","W",101,"STREET","N/A","N/A","IC","Invest Cont","800 E  4TH                          PL","N/A",34.0445,-118.237
190708068,"2019-03-24","2019-03-23",1700,7,"Wilshire",774,1,330,"BURGLARY FROM VEHICLE","1300 1601 0344",26,"F","H",101,"STREET","N/A","N/A","IC","Invest Cont","1800 S  MANSFIELD                    AV","N/A",34.0427,-118.348
192108884,"2019-04-19","2019-04-16",945,21,"Topanga",2128,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","0906 2000 0444 0416 0417 0913",37,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest","20200    KESWICK                      ST","N/A",34.2096,-118.573
190415460,"2019-10-08","2019-10-08",215,4,"Hollenbeck",471,1,330,"BURGLARY FROM VEHICLE","1302",21,"M","H",108,"PARKING LOT","N/A","N/A","IC","Invest Cont","700 S  MISSION                      RD","N/A",34.0344,-118.226
200704792,"2020-01-17","2020-01-03",2300,7,"Wilshire",783,2,354,"THEFT OF IDENTITY","1822 0929",27,"F","B",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","2300    CARMONA                      AV","N/A",34.0364,-118.363
192012747,"2019-06-26","2019-06-26",2030,20,"Olympic",2035,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0445 0329 1402",57,"M","B",101,"STREET","219","SCREWDRIVER","AA","Adult Arrest","WILSHIRE                     BL","MARIPOSA                     AV",34.0618,-118.299
200704813,"2020-01-17","2020-01-17",1255,7,"Wilshire",734,2,664,"BUNCO, PETTY THEFT","701",61,"M","O",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","400 S  CURSON                       AV","N/A",34.0691,-118.355
191516469,"2019-08-29","2019-08-28",930,15,"N Hollywood",1555,1,310,"BURGLARY","0344 1606",28,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","5000    FAIR                         AV","N/A",34.1613,-118.375
191708271,"2019-04-03","2019-04-03",1600,17,"Devonshire",1745,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 1202",72,"M","O",516,"SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS","N/A","N/A","AO","Adult Other","17500    KINGSBURY                    ST","N/A",34.2637,-118.515
190919411,"2019-11-06","2019-11-04",1300,9,"Van Nuys",985,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)","0344 1606",52,"F","W",301,"GAS STATION","N/A","N/A","IC","Invest Cont","VENTURA                      BL","VAN NUYS                     BL",34.1509,-118.449
200704845,"2020-01-18","2020-01-17",1446,7,"Wilshire",736,2,354,"THEFT OF IDENTITY","0930 1822",29,"M","B",235,"PHARMACY INSIDE STORE OR SUPERMARKET*","N/A","N/A","IC","Invest Cont","300 S  LA BREA                      AV","N/A",34.0669,-118.346
192105649,"2019-02-04","2019-01-31",2100,21,"Topanga",2138,1,220,"ATTEMPTED ROBBERY","0448 0429 1822",28,"M","O",101,"STREET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","OSO","SHERMAN                      WY",34.2012,-118.575
191324442,"2019-12-25","2019-12-24",1700,13,"Newton",1346,1,310,"BURGLARY","0352 0344",30,"M","H",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","1100 E  42ND                         PL","N/A",34.0067,-118.257
191314133,"2019-06-28","2019-06-28",1900,13,"Newton",1309,1,330,"BURGLARY FROM VEHICLE","0344 1609 1307 0358 1221",29,"F","W",101,"STREET","N/A","N/A","IC","Invest Cont","WASHINGTON                   BL","SANTA FE                     AV",34.0184,-118.23
190122650,"2019-09-08","2019-09-08",130,1,"Central",164,1,350,"THEFT, PERSON","344",24,"F","B",735,"NIGHT CLUB (OPEN EVENINGS ONLY)","N/A","N/A","IC","Invest Cont","600 S  SPRING                       ST","N/A",34.046,-118.251
190513786,"2019-08-08","2019-07-31",1745,5,"Harbor",581,2,664,"BUNCO, PETTY THEFT","0701 0100 1000",19,"F","W",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","1600 W  22ND                         ST","N/A",33.7249,-118.312
190215332,"2019-07-23","2019-07-23",915,2,"Rampart",241,2,624,"BATTERY - SIMPLE ASSAULT","0342 0603 0361 0416 0446",47,"F","A",103,"ALLEY","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","300 S  OCCIDENTAL                   BL","N/A",34.0677,-118.282
191510437,"2019-05-05","2019-05-03",1200,15,"N Hollywood",1502,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","1300 0329 1307",53,"F","W",122,"VEHICLE, PASSENGER/TRUCK","N/A","N/A","IC","Invest Cont","BELLAIRE","SATICOY",34.2069,-118.41
190316690,"2019-07-14","2019-07-14",10,3,"Southwest",377,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","1251 1259 0344 2000 1814",16,"F","B",102,"SIDEWALK","N/A","N/A","AO","Adult Other","39TH                         ST","BUDLONG                      AV",34.0155,-118.296
200705141,"2020-01-17","2020-01-16",1405,7,"Wilshire",706,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","329",29,"F","O",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","WARING                       AV","N  ORANGE                       DR",34.0853,-118.342
190918808,"2019-10-24","2019-10-23",1315,9,"Van Nuys",948,1,480,"BIKE - STOLEN","0344 1822 0910",36,"F","B",124,"BUS STOP","N/A","N/A","IC","Invest Cont","WOODMAN                      AV","OXNARD                       BL",34.1794,-118.431
190913197,"2019-07-02","2019-06-01",1200,9,"Van Nuys",941,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344 1218 0377",36,"M","W",101,"STREET","N/A","N/A","IC","Invest Cont","OXNARD                       ST","SEPULVEDA                    BL",34.1794,-118.466
190415160,"2019-09-28","2019-09-28",2200,4,"Hollenbeck",448,2,624,"BATTERY - SIMPLE ASSAULT","0447 0360",62,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","500","UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont","2800    LANCASTER                    AV","N/A",34.0571,-118.195
190720412,"2019-12-04","2019-11-30",1800,7,"Wilshire",722,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)","0344 1300",30,"M","W",101,"STREET","N/A","N/A","IC","Invest Cont","S  ORLANDO                      AV","W  4TH                          ST",34.0713,-118.373
190705503,"2019-02-01","2019-02-01",1235,7,"Wilshire",762,2,664,"BUNCO, PETTY THEFT","701",23,"M","B",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","1400    HAYWORTH                     AV","N/A",34.0517,-118.368
190204744,"2019-01-14","2019-01-14",1440,2,"Rampart",266,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 1813 1243 0447 2021",56,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","500","UNKNOWN WEAPON/OTHER WEAPON","AO","Adult Other","1700 W  8TH                          ST","N/A",34.0529,-118.273
200110090,"2020-04-05","2019-08-28",1305,1,"Central",144,2,354,"THEFT OF IDENTITY","928",31,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","4TH","MAIN                         ST",34.0485,-118.248
191221268,"2019-08-26","2019-08-26",1240,12,"77th Street",1267,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0371 0334 1309 0411 1402 1822 0906",25,"M","B",102,"SIDEWALK","201","KNIFE WITH BLADE OVER 6 INCHES IN LENGTH","IC","Invest Cont","VERMONT","84TH",33.9624,-118.291
200705432,"2020-01-30","2020-01-30",1450,7,"Wilshire",782,1,310,"BURGLARY","1609",36,"F","W",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","1800 S  POINT VIEW                   ST","N/A",34.0437,-118.372
190106901,"2019-02-12","2019-02-12",1437,1,"Central",119,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","329",28,"M","H",122,"VEHICLE, PASSENGER/TRUCK","N/A","N/A","IC","Invest Cont","800 N  ALAMEDA                      ST","N/A",34.0563,-118.237
190719227,"2019-11-08","2019-11-08",1430,7,"Wilshire",782,2,624,"BATTERY - SIMPLE ASSAULT","416",39,"F","H",104,"DRIVEWAY","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","6000    CADILLAC                     AV","N/A",34.0375,-118.374
