DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm_Cd1,Crm_Cd2,Crm_Cd3,Crm_Cd4,LOCATION,Cross Street,LAT,LON
202109633,5/20/2020 0:00,10/27/2019 0:00,900,21,Topanga,2177,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 2038 1202 0361 0302,69,F,H,501,SINGLE FAMILY DWELLING,114,AIR PISTOL/REVOLVER/RIFLE/BB GUN,AA,Adult Arrest,230,,,,20400    TIARA                        ST,,34.1771,-118.577
192105740,2/7/2019 0:00,1/4/2019 0:00,1200,21,Topanga,2134,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,35,M,X,244,TOBACCO SHOP,,,IC,Invest Cont,442,,,,7000    TOPANGA CANYON               BL,,34.2034,-118.6135
200115348,7/25/2020 0:00,11/20/2019 0:00,2130,1,Central,162,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0408 0400 0500 1822 0541,31,M,W,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815,,,,400 W  8TH                          ST,,34.0445,-118.2558
191908271,3/30/2019 0:00,3/30/2019 0:00,2140,19,Mission,1961,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 1270 0216 0334 1822,18,M,H,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,230,,,,ORION,RAYEN,34.2427,-118.4702
191227392,11/21/2019 0:00,11/20/2019 0:00,800,12,77th Street,1263,1,310,BURGLARY,344,26,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1600 W  83RD                         ST,,33.9637,-118.3046
191606307,3/3/2019 0:00,3/3/2019 0:00,1250,16,Foothill,1612,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,0,M,W,410,"MEMBERSHIP STORE (COSTCO,SAMS CLUB)*",,,AA,Adult Arrest,442,,,,13500    PAXTON                       ST,,34.2734,-118.4267
190604089,1/1/2019 0:00,1/1/2019 0:00,30,6,Hollywood,636,1,310,BURGLARY,0344 0314,23,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,6500    HOLLYWOOD                    BL,,34.1034,-118.3325
190326214,12/10/2019 0:00,11/6/2019 0:00,600,3,Southwest,316,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606,28,M,H,101,STREET,,,IC,Invest Cont,420,,,,2000 W  22ND                         ST,,34.0364,-118.3062
191414089,6/13/2019 0:00,6/13/2019 0:00,1600,14,Pacific,1438,2,901,VIOLATION OF RESTRAINING ORDER,2004 2038,30,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,3700    VETERAN                      AV,,34.0176,-118.4141
191824572,12/9/2019 0:00,12/8/2019 0:00,2100,18,Southeast,1806,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,900 E  90TH                         ST,,33.9547,-118.2586
191508535,3/29/2019 0:00,3/23/2019 0:00,2300,15,N Hollywood,1523,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344 1606,31,M,O,101,STREET,,,IC,Invest Cont,420,,,,VICTORY                      BL,BABCOCK                      AV,34.1866,-118.4063
190304085,1/2/2019 0:00,1/2/2019 0:00,1215,3,Southwest,338,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1309 2000 2021 1814 0416 0448 0419 0446,31,F,B,222,LAUNDROMAT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,3100 S  BUDLONG                      AV,,34.0261,-118.2959
190710244,5/7/2019 0:00,5/7/2019 0:00,600,7,Wilshire,762,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,1501,37,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,902,,,,5800    PICKFORD                     ST,,34.0487,-118.3744
190807242,3/15/2019 0:00,3/15/2019 0:00,1400,8,West LA,835,2,664,"BUNCO, PETTY THEFT",0701 1822 0344 0100 0800,38,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,664,,,,1800 S  BENTLEY                      AV,,34.0465,-118.442
190818567,11/20/2019 0:00,3/19/2019 0:00,1200,8,West LA,889,2,354,THEFT OF IDENTITY,1822,55,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,2000    CHARITON                     ST,,34.0406,-118.378
190709824,4/26/2019 0:00,4/26/2019 0:00,1940,7,Wilshire,723,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,421,30,M,W,101,STREET,511,VERBAL THREAT,AO,Adult Other,930,,,,ORANGE                       ST,FAIRFAX                      AV,34.0728,-118.3656
190709434,4/19/2019 0:00,4/19/2019 0:00,1955,7,Wilshire,734,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,32,F,H,402,MARKET,,,IC,Invest Cont,442,,,,FAIRFAX                      AV,3RD                          ST,34.0708,-118.3614
191316436,8/9/2019 0:00,7/16/2019 0:00,1330,13,Newton,1393,1,648,ARSON,1501,58,M,O,103,ALLEY,506,FIRE,IC,Invest Cont,648,,,,100 W  71ST                         ST,,33.9756,-118.2739
190914320,7/26/2019 0:00,7/7/2019 0:00,100,9,Van Nuys,948,2,949,ILLEGAL DUMPING,1501 1309,63,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,949,,,,13300    BURBANK                      BL,,34.1722,-118.4225
190913693,7/13/2019 0:00,7/12/2019 0:00,2100,9,Van Nuys,914,2,624,BATTERY - SIMPLE ASSAULT,2002 1206 0400 0429,0,M,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,14900    VANOWEN                      ST,,34.1976,-118.4574
191217160,6/29/2019 0:00,6/29/2019 0:00,1300,12,77th Street,1232,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 1309 1240 0431,0,X,X,101,STREET,503,CAUSTIC CHEMICAL/POISON,IC,Invest Cont,230,,,,SLAUSON,CRENSHAW,33.989,-118.3308
190409512,5/6/2019 0:00,5/6/2019 0:00,600,4,Hollenbeck,469,1,210,ROBBERY,0330 0334 0360 0445 1311 0916,50,M,H,108,PARKING LOT,207,OTHER KNIFE,AO,Adult Other,210,,,,500 S  LORENA                       ST,,34.0324,-118.198
190220690,10/27/2019 0:00,10/26/2019 0:00,2045,2,Rampart,218,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377 0930,24,F,H,101,STREET,,,IC,Invest Cont,440,,,,1000    LAGUNA                       AV,,34.0738,-118.2584
192010789,5/16/2019 0:00,5/14/2019 0:00,1630,20,Olympic,2038,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 0446,25,M,O,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,3100    WILSHIRE                     BL,,34.0618,-118.2891
191917629,10/8/2019 0:00,10/8/2019 0:00,424,19,Mission,1952,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1402,29,M,H,218,BEAUTY/BARBER SHOP,,,IC,Invest Cont,740,,,,15500    DEVONSHIRE                   ST,,34.2573,-118.4696
190120759,8/13/2019 0:00,8/13/2019 0:00,1330,1,Central,142,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,HOPE                         ST,3RD,34.0525,-118.2535
191315111,7/16/2019 0:00,7/15/2019 0:00,2100,13,Newton,1347,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,22,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,4300    LIMA                         ST,,34.0058,-118.2462
191514059,7/14/2019 0:00,7/14/2019 0:00,200,15,N Hollywood,1581,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416,38,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,12800    MOORPARK                     ST,,34.1504,-118.4116
191322868,11/25/2019 0:00,11/25/2019 0:00,1130,13,Newton,1391,1,350,"THEFT, PERSON",344,75,M,H,101,STREET,,,IC,Invest Cont,350,,,,62ND                         ST,GRAND                        AV,33.9833,-118.28
190104188,1/3/2019 0:00,1/3/2019 0:00,840,1,Central,111,1,480,BIKE - STOLEN,0344 1606 2032,34,M,O,102,SIDEWALK,,,IC,Invest Cont,480,,,,700    NEW HIGH                     ST,,34.0601,-118.2386
191210786,4/5/2019 0:00,4/5/2019 0:00,1930,12,77th Street,1263,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0416 1814 2000,58,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,1600 W  83RD                         ST,,33.9637,-118.3046
190410908,6/11/2019 0:00,6/10/2019 0:00,2100,4,Hollenbeck,466,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,35,M,H,101,STREET,,,IC,Invest Cont,745,,,,300 N  FICKETT                      ST,,34.0442,-118.2063
190217024,8/21/2019 0:00,8/21/2019 0:00,1615,2,Rampart,237,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 1251 1259 1822,17,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2ND,EMERALD,34.0595,-118.2573
192120376,12/26/2019 0:00,12/26/2019 0:00,1505,21,Topanga,2156,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0352,43,M,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,6500    TOPANGA CANYON               BL,,34.1888,-118.6059
191211263,4/11/2019 0:00,4/11/2019 0:00,2100,12,77th Street,1211,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0447 0329 1300,43,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,745,,,,57TH                         ST,VICTORIA,33.9909,-118.3322
191514579,7/24/2019 0:00,7/23/2019 0:00,1625,15,N Hollywood,1517,1,330,BURGLARY FROM VEHICLE,0344 1300 1609 1307 1309,52,M,O,103,ALLEY,,,IC,Invest Cont,330,,,,11000    VANOWEN                      ST,,34.194,-118.3703
190321320,9/23/2019 0:00,9/22/2019 0:00,2230,3,Southwest,362,1,330,BURGLARY FROM VEHICLE,1300 1601 0344,31,M,H,103,ALLEY,,,IC,Invest Cont,330,,,,4600    COLISEUM                     ST,,34.017,-118.3471
190406250,2/24/2019 0:00,2/23/2019 0:00,2145,4,Hollenbeck,412,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2600    PASADENA                     AV,,34.0806,-118.2176
192108175,4/4/2019 0:00,4/3/2019 0:00,1900,21,Topanga,2107,1,330,BURGLARY FROM VEHICLE,344,31,M,H,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,21300    PARTHENIA                    ST,,34.2282,-118.5951
191318693,9/15/2019 0:00,9/15/2019 0:00,1130,13,Newton,1307,1,330,BURGLARY FROM VEHICLE,1307 1609 0344,26,F,H,101,STREET,,,IC,Invest Cont,330,,,,900 E  8TH                          ST,,34.0365,-118.2468
191704602,1/11/2019 0:00,1/5/2019 0:00,1500,17,Devonshire,1764,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 1501 0326,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,343,,,,19600    NORDHOFF                     ST,,34.2355,-118.5602
191607946,4/15/2019 0:00,4/15/2019 0:00,1030,16,Foothill,1684,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 2004,0,M,W,505,MOTEL,,,AA,Adult Arrest,745,,,,7800    LANKERSHIM                   BL,,34.2166,-118.3919
191216590,6/20/2019 0:00,6/20/2019 0:00,2100,12,77th Street,1249,1,310,BURGLARY,0344 0342 2024 0216,49,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,310,,,,6600    DENVER                       AV,,33.9795,-118.2838
190217789,9/3/2019 0:00,9/3/2019 0:00,1800,2,Rampart,261,1,761,BRANDISH WEAPON,0334 0421 0432 0319,21,F,H,101,STREET,511,VERBAL THREAT,AO,Adult Other,761,,,,7TH                          ST,PARK VIEW                    ST,34.0579,-118.2798
191214613,5/22/2019 0:00,5/22/2019 0:00,2030,12,77th Street,1239,2,624,BATTERY - SIMPLE ASSAULT,0401 0342 1822,23,F,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,5800 S  VERMONT                      AV,,33.9866,-118.2915
192114546,8/19/2019 0:00,8/19/2019 0:00,1715,21,Topanga,2189,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,AA,Adult Arrest,510,,,,19900    VENTURA                      BL,,34.1723,-118.5659
191915550,8/26/2019 0:00,8/26/2019 0:00,1015,19,Mission,1958,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0444 2000,39,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,9800    MERCEDES                     AV,,34.2502,-118.4393
190128159,11/29/2019 0:00,11/29/2019 0:00,1000,1,Central,143,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1218 2000 0416 1402 0913 1814,32,M,B,102,SIDEWALK,301,BELT FLAILING INSTRUMENT/CHAIN,AA,Adult Arrest,236,998,,,5TH                          ST,HILL                         ST,34.0488,-118.2518
191609413,5/26/2019 0:00,5/25/2019 0:00,345,16,Foothill,1618,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0416,54,M,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,7700    LE BERTHON                   ST,,34.2682,-118.3003
191224739,10/14/2019 0:00,8/15/2019 0:00,2000,12,77th Street,1265,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344,35,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,1500 W  81ST                         ST,,33.9655,-118.3025
191114195,7/27/2019 0:00,7/25/2019 0:00,1130,11,Northeast,1183,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,50,M,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341,,,,1700    GLENDALE                     BL,,34.0858,-118.2599
190615770,7/19/2019 0:00,7/19/2019 0:00,1555,6,Hollywood,666,2,624,BATTERY - SIMPLE ASSAULT,400,58,M,B,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,6100 W  SUNSET                       BL,,34.098,-118.3223
190819865,12/20/2019 0:00,12/20/2019 0:00,558,8,West LA,805,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,2300    ROSCOMARE                    RD,,34.1016,-118.4698
191105573,1/31/2019 0:00,1/31/2019 0:00,1530,11,Northeast,1101,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,33,M,O,108,PARKING LOT,,,IC,Invest Cont,740,,,,5300    ZOO                          DR,,34.1554,-118.303
191012630,7/23/2019 0:00,7/23/2019 0:00,1700,10,West Valley,1017,1,210,ROBBERY,0945 1420 0104 0325 0400 1822,0,M,W,403,DRUG STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,17200    SATICOY                      ST,,34.2084,-118.5077
191208594,3/8/2019 0:00,3/8/2019 0:00,1730,12,77th Street,1231,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444 1815,37,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,3700 W  60TH                         ST,,33.9852,-118.3463
191508195,3/22/2019 0:00,3/22/2019 0:00,650,15,N Hollywood,1548,1,350,"THEFT, PERSON",344,18,M,H,102,SIDEWALK,,,IC,Invest Cont,350,,,,TUJUNGA                      AV,CHANDLER                     BL,34.1681,-118.379
191012035,7/9/2019 0:00,7/8/2019 0:00,2030,10,West Valley,1097,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2038,39,F,O,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,902,,,,4700    WHITE OAK                    AV,,34.1413,-118.506
191910262,5/13/2019 0:00,5/12/2019 0:00,1030,19,Mission,1962,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AA,Adult Arrest,510,,,,BURNET                       AV,PLUMMER                      ST,34.2428,-118.4632
191710652,5/28/2019 0:00,5/25/2019 0:00,900,17,Devonshire,1715,2,662,"BUNCO, GRAND THEFT",0100 0701 1202,62,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,12200    ZELZAH                       AV,,34.2907,-118.5285
190507499,3/20/2019 0:00,3/19/2019 0:00,2130,5,Harbor,541,1,330,BURGLARY FROM VEHICLE,0344 1300 1607,57,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,1000    CAPITOL                      DR,,33.7576,-118.3009
191211854,4/20/2019 0:00,4/18/2019 0:00,1200,12,77th Street,1283,1,310,BURGLARY,1273 0344 0321 0329 1606,60,F,B,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,9200    DENKER                       AV,,33.9527,-118.3047
192008836,4/7/2019 0:00,4/7/2019 0:00,545,20,Olympic,2099,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0444 0432 0443,36,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,1900    MAGNOLIA                     AV,,34.0401,-118.2864
190518378,11/17/2019 0:00,11/17/2019 0:00,2205,5,Harbor,567,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0913 1814 2000,57,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,MESA                         ST,22ND                         ST,33.7242,-118.2858
191613511,9/4/2019 0:00,9/3/2019 0:00,2255,16,Foothill,1681,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,27,F,B,402,MARKET,,,IC,Invest Cont,442,,,,8300    LAUREL CANYON                BL,,34.2217,-118.3965
191911840,6/13/2019 0:00,6/13/2019 0:00,2340,19,Mission,1959,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",416,33,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,13600    REMINGTON                    ST,,34.2512,-118.4299
190621809,11/5/2019 0:00,11/5/2019 0:00,18,6,Hollywood,647,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,1500 N  EL CENTRO                    AV,,34.098,-118.3237
191822944,11/10/2019 0:00,11/9/2019 0:00,1900,18,Southeast,1844,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,400 E  112TH                        ST,,33.933,-118.2673
191322549,11/19/2019 0:00,11/15/2019 0:00,1430,13,Newton,1331,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,45,F,H,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,440,,,,2600 S  GRAND                        AV,,34.0265,-118.2723
190706503,2/21/2019 0:00,1/20/2019 0:00,1000,7,Wilshire,734,2,354,THEFT OF IDENTITY,1822,26,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,400 S  COCHRAN                      AV,,34.0677,-118.3548
191117534,10/3/2019 0:00,10/2/2019 0:00,800,11,Northeast,1134,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),385,30,M,W,101,STREET,,,IC,Invest Cont,331,,,,VERDUGO                      RD,AVENUE 31,34.1066,-118.2377
190517929,11/7/2019 0:00,11/7/2019 0:00,2130,5,Harbor,519,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0449 0312 0361 2033 1206 0913,43,M,H,121,YARD (RESIDENTIAL/BUSINESS),109,SEMI-AUTOMATIC PISTOL,AO,Adult Other,230,,,,1000 E  CRUCES                       ST,,33.7933,-118.2512
190606866,2/18/2019 0:00,2/18/2019 0:00,1902,6,Hollywood,636,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325 0601 0104,0,X,X,412,"ELECTRONICS STORE (IE:RADIO SHACK, ETC.)",,,IC,Invest Cont,440,,,,6700    HOLLYWOOD                    BL,,34.1034,-118.3325
192109833,5/8/2019 0:00,5/8/2019 0:00,1736,21,Topanga,2156,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0906,50,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,21900    VANOWEN                      ST,,34.1938,-118.6044
190217962,9/7/2019 0:00,9/2/2019 0:00,1900,2,Rampart,269,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,700    GARLAND                      AV,,34.0517,-118.2663
190319057,8/20/2019 0:00,8/20/2019 0:00,1950,3,Southwest,393,2,624,BATTERY - SIMPLE ASSAULT,0561 2024 0416 0216,44,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,4100    GARTHWAITE                   AV,,34.0095,-118.3231
191510979,5/15/2019 0:00,5/9/2019 0:00,1846,15,N Hollywood,1595,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),325,25,M,B,409,BEAUTY SUPPLY STORE,,,IC,Invest Cont,343,,,,12000    VENTURA                      BL,,34.1436,-118.3929
190130350,12/30/2019 0:00,12/29/2019 0:00,1840,1,Central,185,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1278 1307 1822,37,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,200 E  11TH                         ST,,34.0384,-118.2571
191116795,9/18/2019 0:00,9/17/2019 0:00,1830,11,Northeast,1135,1,310,BURGLARY,0352 0344 1221 0358 0321 1822 0444 0400,59,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310,,,,3700    DIVISION                     ST,,34.1164,-118.2332
200604596,1/13/2020 0:00,12/29/2019 0:00,1900,6,Hollywood,622,2,354,THEFT OF IDENTITY,1822,57,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2300    ACHILLES                     DR,,34.1129,-118.3653
191305289,1/26/2019 0:00,1/26/2019 0:00,1508,13,Newton,1347,1,210,ROBBERY,0344 0355 0448 1309,27,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,VERNON,LONG BEACH,34.0039,-118.2434
192100545,2/2/2019 0:00,1/31/2019 0:00,1545,21,Topanga,2158,2,649,DOCUMENT FORGERY / STOLEN FELONY,1402 1822,50,M,W,503,HOTEL,,,IC,Invest Cont,649,998,,,6300    CANOGA                       AV,,34.1829,-118.5975
190815701,9/16/2019 0:00,9/16/2019 0:00,1845,8,West LA,817,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1251 0344 2004 1822 0346,21,M,H,210,RESTAURANT/FAST FOOD,,,AA,Adult Arrest,341,,,,WEYBURN,BROXTON                      AV,34.0625,-118.447
191214452,5/24/2019 0:00,5/24/2019 0:00,1715,12,77th Street,1251,1,210,ROBBERY,0342 1309 1822 1022 0337 0344 0340,26,M,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,79TH                         ST,CRENSHAW                     BL,33.9673,-118.3308
190811187,6/7/2019 0:00,6/7/2019 0:00,135,8,West LA,831,1,330,BURGLARY FROM VEHICLE,1307 1609 0344 1822,36,M,O,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,700    GRETNA GREEN                 WY,,34.0514,-118.476
190325265,11/24/2019 0:00,11/23/2019 0:00,730,3,Southwest,358,1,310,BURGLARY,0344 1251 1605,20,M,W,508,FRAT HOUSE/SORORITY/DORMITORY,,,AA,Adult Arrest,310,,,,3700    MCCLINTOCK                   AV,,34.0204,-118.29
190621690,11/2/2019 0:00,10/31/2019 0:00,1900,6,Hollywood,647,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1202,47,M,W,108,PARKING LOT,,,IC,Invest Cont,740,,,,6200 W  SUNSET                       BL,,34.0998,-118.3211
190910089,4/29/2019 0:00,4/28/2019 0:00,2030,9,Van Nuys,914,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,25,F,B,101,STREET,,,IC,Invest Cont,740,,,,GAULT                        ST,SHERMAN                      CI,34.1994,-118.4493
190912154,6/11/2019 0:00,6/7/2019 0:00,1630,9,Van Nuys,984,1,310,BURGLARY,0344 1402,28,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,310,998,,,14500    VENTURA                      BL,,34.1509,-118.4487
190407986,4/2/2019 0:00,4/2/2019 0:00,605,4,Hollenbeck,412,1,520,VEHICLE - ATTEMPT STOLEN,0329 1302 0910,54,M,H,968,MTA - GOLD LINE - LINCOLN/CYPRESS,,,IC,Invest Cont,520,,,,300 W  AVENUE 26,,34.0798,-118.2185
191212704,5/1/2019 0:00,5/1/2019 0:00,1330,12,77th Street,1219,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,39,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,400 W  54TH                         ST,,33.9933,-118.2807
191006581,2/27/2019 0:00,1/28/2019 0:00,700,10,West Valley,1008,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,0,F,X,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,845,,,,8100    BALBOA                       PL,,34.2179,-118.5014
191320127,10/8/2019 0:00,10/7/2019 0:00,2330,13,Newton,1317,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,0,F,H,212,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,740,,,,1300 E  OLYMPIC                      BL,,34.032,-118.2441
191425813,12/16/2019 0:00,11/30/2019 0:00,1415,14,Pacific,1469,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,25,F,K,504,OTHER RESIDENCE,,,IC,Invest Cont,440,,,,ALVERN                       ST,ALVERN                       CI,33.9762,-118.3767
